Date,Close
5/11/2018 16:00:00,85.73
5/14/2018 16:00:00,85.75
5/15/2018 16:00:00,85.33
5/16/2018 16:00:00,85.44
5/17/2018 16:00:00,85.49
5/18/2018 16:00:00,85.4
5/21/2018 16:00:00,85.52
5/22/2018 16:00:00,85.58
5/23/2018 16:00:00,85.65
5/24/2018 16:00:00,85.7
5/25/2018 16:00:00,85.56
5/29/2018 16:00:00,85.2
5/30/2018 16:00:00,85.46
5/31/2018 16:00:00,85.38
6/1/2018 16:00:00,85.19
6/4/2018 16:00:00,85.37
6/5/2018 16:00:00,85.47
6/6/2018 16:00:00,85.68
6/7/2018 16:00:00,85.71
6/8/2018 16:00:00,85.66
6/11/2018 16:00:00,85.82
6/12/2018 16:00:00,85.89
6/13/2018 16:00:00,85.92
6/14/2018 16:00:00,86.17
6/15/2018 16:00:00,86.12
6/18/2018 16:00:00,86.11
6/19/2018 16:00:00,85.99
6/20/2018 16:00:00,86.08
6/21/2018 16:00:00,85.9
6/22/2018 16:00:00,85.91
6/25/2018 16:00:00,85.71
6/26/2018 16:00:00,85.7
6/27/2018 16:00:00,85.52
6/28/2018 16:00:00,85.28
6/29/2018 16:00:00,85.08
7/2/2018 16:00:00,84.78
7/3/2018 13:00:00,84.79
7/5/2018 16:00:00,85.11
7/6/2018 16:00:00,85.33
7/9/2018 16:00:00,85.46
7/10/2018 16:00:00,85.47
7/11/2018 16:00:00,85.34
7/12/2018 16:00:00,85.61
7/13/2018 16:00:00,85.61
7/16/2018 16:00:00,85.55
7/17/2018 16:00:00,85.58
7/18/2018 16:00:00,85.62
7/19/2018 16:00:00,85.58
7/20/2018 16:00:00,85.62
7/23/2018 16:00:00,85.59
7/24/2018 16:00:00,85.77
7/25/2018 16:00:00,85.93
7/26/2018 16:00:00,85.94
7/27/2018 16:00:00,85.91
7/30/2018 16:00:00,85.94
7/31/2018 16:00:00,86.12
8/1/2018 16:00:00,85.83
8/2/2018 16:00:00,85.88
8/3/2018 16:00:00,85.95
8/6/2018 16:00:00,86.11
8/7/2018 16:00:00,86.15
8/8/2018 16:00:00,86.1
8/9/2018 16:00:00,86.04
8/10/2018 16:00:00,85.89
8/13/2018 16:00:00,85.83
8/14/2018 16:00:00,85.98
8/15/2018 16:00:00,85.83
8/16/2018 16:00:00,85.94
8/17/2018 16:00:00,86.04
8/20/2018 16:00:00,86.08
8/21/2018 16:00:00,86.21
8/22/2018 16:00:00,86.24
8/23/2018 16:00:00,86.23
8/24/2018 16:00:00,86.38
8/27/2018 16:00:00,86.41
8/28/2018 16:00:00,86.37
8/29/2018 16:00:00,86.32
8/30/2018 16:00:00,86.25
8/31/2018 16:00:00,86.36
9/4/2018 16:00:00,85.81
9/5/2018 16:00:00,85.72
9/6/2018 16:00:00,85.79
9/7/2018 16:00:00,85.7
9/10/2018 16:00:00,85.87
9/11/2018 16:00:00,85.89
9/12/2018 16:00:00,86.09
9/13/2018 16:00:00,86.25
9/14/2018 16:00:00,86.33
9/17/2018 16:00:00,86.27
9/18/2018 16:00:00,86.26
9/19/2018 16:00:00,86.1
9/20/2018 16:00:00,86.22
9/21/2018 16:00:00,86.24
9/24/2018 16:00:00,86.2
9/25/2018 16:00:00,86.13
9/26/2018 16:00:00,86.22
9/27/2018 16:00:00,86.38
9/28/2018 16:00:00,86.44
10/1/2018 16:00:00,86.3
10/2/2018 16:00:00,86.23
10/3/2018 16:00:00,86
10/4/2018 16:00:00,85.68
10/5/2018 16:00:00,85.3
