Date,Close
10/1/2012 16:00:00,91.66
10/2/2012 16:00:00,91.89
10/3/2012 16:00:00,92.12
10/4/2012 16:00:00,92.51
10/5/2012 16:00:00,92.46
10/8/2012 16:00:00,92.33
10/9/2012 16:00:00,92.07
10/10/2012 16:00:00,91.85
10/11/2012 16:00:00,92.35
10/12/2012 16:00:00,92.51
10/15/2012 16:00:00,92.93
10/16/2012 16:00:00,93.27
10/17/2012 16:00:00,93.48
10/18/2012 16:00:00,93.43
10/19/2012 16:00:00,92.96
10/22/2012 16:00:00,92.98
10/23/2012 16:00:00,92.63
10/24/2012 16:00:00,92.55
10/25/2012 16:00:00,92.7
10/26/2012 16:00:00,92.48
10/31/2012 16:00:00,92.59
11/1/2012 16:00:00,92.54
11/2/2012 16:00:00,92.41
11/5/2012 16:00:00,92.26
11/6/2012 16:00:00,92.4
11/7/2012 16:00:00,91.85
11/8/2012 16:00:00,91.55
11/9/2012 16:00:00,91.39
11/12/2012 16:00:00,91.42
11/13/2012 16:00:00,91.21
11/14/2012 16:00:00,90.71
11/15/2012 16:00:00,90.67
11/16/2012 16:00:00,90.93
11/19/2012 16:00:00,92.08
11/20/2012 16:00:00,92.09
11/21/2012 16:00:00,92.06
11/23/2012 16:00:00,92.37
11/26/2012 16:00:00,92.39
11/27/2012 16:00:00,92.48
11/28/2012 16:00:00,92.5
11/29/2012 16:00:00,92.91
11/30/2012 16:00:00,93.05
12/3/2012 16:00:00,93.03
12/4/2012 16:00:00,93.03
12/5/2012 16:00:00,93.18
12/6/2012 16:00:00,93.35
12/7/2012 16:00:00,93.21
12/10/2012 16:00:00,93.29
12/11/2012 16:00:00,93.38
12/12/2012 16:00:00,93.66
12/13/2012 16:00:00,93.33
12/14/2012 16:00:00,93.26
12/17/2012 16:00:00,93.62
12/18/2012 16:00:00,93.67
12/19/2012 16:00:00,93.57
12/20/2012 16:00:00,93.9
12/21/2012 16:00:00,93.63
12/24/2012 16:00:00,93.29
12/26/2012 16:00:00,93.01
12/27/2012 16:00:00,93.2
12/28/2012 16:00:00,92.95
12/31/2012 16:00:00,93.35
1/2/2013 16:00:00,94.23
1/3/2013 16:00:00,93.94
1/4/2013 16:00:00,94
1/7/2013 16:00:00,94.08
1/8/2013 16:00:00,94.01
1/9/2013 16:00:00,94.19
1/10/2013 16:00:00,94.35
1/11/2013 16:00:00,94.52
1/14/2013 16:00:00,94.39
1/15/2013 16:00:00,94.41
1/16/2013 16:00:00,94.25
1/17/2013 16:00:00,94.59
1/18/2013 16:00:00,94.72
1/22/2013 16:00:00,94.78
1/23/2013 16:00:00,94.67
1/24/2013 16:00:00,94.88
1/25/2013 16:00:00,94.85
1/28/2013 16:00:00,94.8
1/29/2013 16:00:00,94.64
1/30/2013 16:00:00,93.96
1/31/2013 16:00:00,93.67
2/1/2013 16:00:00,93.48
2/4/2013 16:00:00,93.09
2/5/2013 16:00:00,93.3
2/6/2013 16:00:00,93.16
2/7/2013 16:00:00,92.98
2/8/2013 16:00:00,93
2/11/2013 16:00:00,92.99
2/12/2013 16:00:00,93.31
2/13/2013 16:00:00,93.45
2/14/2013 16:00:00,93.41
2/15/2013 16:00:00,93.42
2/19/2013 16:00:00,93.51
2/20/2013 16:00:00,93.42
2/21/2013 16:00:00,93.52
2/22/2013 16:00:00,93.75
2/25/2013 16:00:00,93.46
2/26/2013 16:00:00,93.92
2/27/2013 16:00:00,94.08
2/28/2013 16:00:00,94.04
3/1/2013 16:00:00,93.72
3/4/2013 16:00:00,93.73
3/5/2013 16:00:00,93.92
3/6/2013 16:00:00,93.86
3/7/2013 16:00:00,94
3/8/2013 16:00:00,94.11
3/11/2013 16:00:00,94.05
3/12/2013 16:00:00,94.01
3/13/2013 16:00:00,94.03
3/14/2013 16:00:00,94.39
3/15/2013 16:00:00,94.38
3/18/2013 16:00:00,94.4
3/19/2013 16:00:00,94.24
3/20/2013 16:00:00,94.55
3/21/2013 16:00:00,94.38
3/22/2013 16:00:00,94.31
3/25/2013 16:00:00,94.17
3/26/2013 16:00:00,94.34
3/27/2013 16:00:00,94.18
3/28/2013 16:00:00,94.35
4/1/2013 16:00:00,94.03
4/2/2013 16:00:00,93.96
4/3/2013 16:00:00,93.96
4/4/2013 16:00:00,93.93
4/5/2013 16:00:00,94.02
4/8/2013 16:00:00,94.12
4/9/2013 16:00:00,94.42
4/10/2013 16:00:00,94.72
4/11/2013 16:00:00,94.72
4/12/2013 16:00:00,94.75
4/15/2013 16:00:00,94.15
4/16/2013 16:00:00,94.8
4/17/2013 16:00:00,94.65
4/18/2013 16:00:00,94.5
4/19/2013 16:00:00,94.45
4/22/2013 16:00:00,94.67
4/23/2013 16:00:00,95.04
4/24/2013 16:00:00,95.21
4/25/2013 16:00:00,95.47
4/26/2013 16:00:00,95.37
4/29/2013 16:00:00,95.55
4/30/2013 16:00:00,95.85
5/1/2013 16:00:00,95.2
5/2/2013 16:00:00,95.81
5/3/2013 16:00:00,95.96
5/6/2013 16:00:00,96.02
5/7/2013 16:00:00,95.95
5/8/2013 16:00:00,96.29
5/9/2013 16:00:00,96.01
5/10/2013 16:00:00,95.51
5/13/2013 16:00:00,95.12
5/14/2013 16:00:00,95.22
5/15/2013 16:00:00,95.23
5/16/2013 16:00:00,95.46
5/17/2013 16:00:00,95.46
5/20/2013 16:00:00,95.56
5/21/2013 16:00:00,95.74
5/22/2013 16:00:00,95.15
5/23/2013 16:00:00,94.89
5/24/2013 16:00:00,94.71
5/28/2013 16:00:00,94.36
5/29/2013 16:00:00,93.98
5/30/2013 16:00:00,94.17
5/31/2013 16:00:00,92.92
6/3/2013 16:00:00,92.36
6/4/2013 16:00:00,92.36
6/5/2013 16:00:00,91.56
6/6/2013 16:00:00,92.28
6/7/2013 16:00:00,92.34
6/10/2013 16:00:00,92.15
6/11/2013 16:00:00,91.58
6/12/2013 16:00:00,91.65
6/13/2013 16:00:00,92.7
6/14/2013 16:00:00,92.81
6/17/2013 16:00:00,92.8
6/18/2013 16:00:00,93.03
6/19/2013 16:00:00,91.64
6/20/2013 16:00:00,90.74
6/21/2013 16:00:00,90.15
6/24/2013 16:00:00,89.04
6/25/2013 16:00:00,90.31
6/26/2013 16:00:00,91.06
6/27/2013 16:00:00,91.5
6/28/2013 16:00:00,90.88
7/1/2013 16:00:00,90.89
7/2/2013 16:00:00,90.61
7/3/2013 16:00:00,90.82
7/5/2013 16:00:00,89.85
7/8/2013 16:00:00,91.09
7/9/2013 16:00:00,91.14
7/10/2013 16:00:00,91.5
7/11/2013 16:00:00,92.65
7/12/2013 16:00:00,92.56
7/15/2013 16:00:00,92.95
7/16/2013 16:00:00,92.72
7/17/2013 16:00:00,93.4
